date,country/region,province/state,confirmed,recovered,deaths,month,year,day,day_of_week,jenis_day,benua,season
2021-11-22,Indonesia,,4253598,0.0,143744,11,2021,22,0,Workday,Asia,Wet Season
2021-11-23,Indonesia,,4253992,0.0,143753,11,2021,23,1,Workday,Asia,Wet Season
2021-11-24,Indonesia,,4254443,0.0,143766,11,2021,24,2,Workday,Asia,Wet Season
2021-11-25,Indonesia,,4254815,0.0,143782,11,2021,25,3,Workday,Asia,Wet Season
2021-11-26,Indonesia,,4255268,0.0,143796,11,2021,26,4,Workday,Asia,Wet Season
2021-11-27,Indonesia,,4255672,0.0,143807,11,2021,27,5,Weekend,Asia,Wet Season
2021-11-28,Indonesia,,4255936,0.0,143808,11,2021,28,6,Weekend,Asia,Wet Season
2021-11-29,Indonesia,,4256112,0.0,143819,11,2021,29,0,Workday,Asia,Wet Season
2021-11-30,Indonesia,,4256409,0.0,143830,11,2021,30,1,Workday,Asia,Wet Season
2021-12-01,Indonesia,,4256687,0.0,143840,12,2021,1,2,Workday,Asia,Wet Season
2021-12-02,Indonesia,,4256998,0.0,143850,12,2021,2,3,Workday,Asia,Wet Season
2021-12-03,Indonesia,,4257243,0.0,143858,12,2021,3,4,Workday,Asia,Wet Season
2021-12-04,Indonesia,,4257489,0.0,143863,12,2021,4,5,Weekend,Asia,Wet Season
2021-12-05,Indonesia,,4257685,0.0,143867,12,2021,5,6,Weekend,Asia,Wet Season
2021-12-06,Indonesia,,4257815,0.0,143876,12,2021,6,0,Workday,Asia,Wet Season
2021-12-07,Indonesia,,4258076,0.0,143893,12,2021,7,1,Workday,Asia,Wet Season
2021-12-08,Indonesia,,4258340,0.0,143909,12,2021,8,2,Workday,Asia,Wet Season
2021-12-09,Indonesia,,4258560,0.0,143918,12,2021,9,3,Workday,Asia,Wet Season
2021-12-10,Indonesia,,4258752,0.0,143923,12,2021,10,4,Workday,Asia,Wet Season
2021-12-11,Indonesia,,4258980,0.0,143929,12,2021,11,5,Weekend,Asia,Wet Season
2021-12-12,Indonesia,,4259143,0.0,143936,12,2021,12,6,Weekend,Asia,Wet Season
2021-12-13,Indonesia,,4259249,0.0,143948,12,2021,13,0,Workday,Asia,Wet Season
2021-12-14,Indonesia,,4259439,0.0,143960,12,2021,14,1,Workday,Asia,Wet Season
2021-12-15,Indonesia,,4259644,0.0,143969,12,2021,15,2,Workday,Asia,Wet Season
2021-12-16,Indonesia,,4259857,0.0,143979,12,2021,16,3,Workday,Asia,Wet Season
2021-12-17,Indonesia,,4260148,0.0,143986,12,2021,17,4,Workday,Asia,Wet Season
2021-12-18,Indonesia,,4260380,0.0,143998,12,2021,18,5,Weekend,Asia,Wet Season
2021-12-19,Indonesia,,4260544,0.0,144002,12,2021,19,6,Weekend,Asia,Wet Season
2021-12-20,Indonesia,,4260677,0.0,144013,12,2021,20,0,Workday,Asia,Wet Season
2021-12-21,Indonesia,,4260893,0.0,144024,12,2021,21,1,Workday,Asia,Wet Season
2021-12-22,Indonesia,,4261072,0.0,144034,12,2021,22,2,Workday,Asia,Wet Season
2021-12-23,Indonesia,,4261208,0.0,144042,12,2021,23,3,Workday,Asia,Wet Season
2021-12-24,Indonesia,,4261412,0.0,144047,12,2021,24,4,Workday,Asia,Wet Season
2021-12-25,Indonesia,,4261667,0.0,144053,12,2021,25,5,Weekend,Asia,Wet Season
2021-12-26,Indonesia,,4261667,0.0,144053,12,2021,26,6,Weekend,Asia,Wet Season
2021-12-27,Indonesia,,4261879,0.0,144063,12,2021,27,0,Workday,Asia,Wet Season
2021-12-28,Indonesia,,4262157,0.0,144071,12,2021,28,1,Workday,Asia,Wet Season
2021-12-29,Indonesia,,4262351,0.0,144081,12,2021,29,2,Workday,Asia,Wet Season
2021-12-30,Indonesia,,4262540,0.0,144088,12,2021,30,3,Workday,Asia,Wet Season
2021-12-31,Indonesia,,4262720,0.0,144094,12,2021,31,4,Workday,Asia,Wet Season
2022-01-01,Indonesia,,4262994,0.0,144096,1,2022,1,5,Weekend,Asia,Wet Season
2022-01-02,Indonesia,,4263168,0.0,144097,1,2022,2,6,Weekend,Asia,Wet Season
2022-01-03,Indonesia,,4263433,0.0,144102,1,2022,3,0,Workday,Asia,Wet Season
2022-01-04,Indonesia,,4263732,0.0,144105,1,2022,4,1,Workday,Asia,Wet Season
2022-01-05,Indonesia,,4264136,0.0,144109,1,2022,5,2,Workday,Asia,Wet Season
2022-01-06,Indonesia,,4264669,0.0,144116,1,2022,6,3,Workday,Asia,Wet Season
2022-01-07,Indonesia,,4265187,0.0,144121,1,2022,7,4,Workday,Asia,Wet Season
2022-01-08,Indonesia,,4265666,0.0,144127,1,2022,8,5,Weekend,Asia,Wet Season
2022-01-09,Indonesia,,4266195,0.0,144129,1,2022,9,6,Weekend,Asia,Wet Season
2022-01-10,Indonesia,,4266649,0.0,144136,1,2022,10,0,Workday,Asia,Wet Season
2022-01-11,Indonesia,,4267451,0.0,144144,1,2022,11,1,Workday,Asia,Wet Season
2022-01-12,Indonesia,,4268097,0.0,144150,1,2022,12,2,Workday,Asia,Wet Season
2022-01-13,Indonesia,,4268890,0.0,144155,1,2022,13,3,Workday,Asia,Wet Season
2022-01-14,Indonesia,,4269740,0.0,144163,1,2022,14,4,Workday,Asia,Wet Season
2022-01-15,Indonesia,,4270794,0.0,144167,1,2022,15,5,Weekend,Asia,Wet Season
2022-01-16,Indonesia,,4271649,0.0,144170,1,2022,16,6,Weekend,Asia,Wet Season
2022-01-17,Indonesia,,4272421,0.0,144174,1,2022,17,0,Workday,Asia,Wet Season
2022-01-18,Indonesia,,4273783,0.0,144183,1,2022,18,1,Workday,Asia,Wet Season
2022-01-19,Indonesia,,4275528,0.0,144192,1,2022,19,2,Workday,Asia,Wet Season
2022-01-20,Indonesia,,4277644,0.0,144199,1,2022,20,3,Workday,Asia,Wet Season
2022-01-21,Indonesia,,4280248,0.0,144201,1,2022,21,4,Workday,Asia,Wet Season
2022-01-22,Indonesia,,4283453,0.0,144206,1,2022,22,5,Weekend,Asia,Wet Season
2022-01-23,Indonesia,,4286378,0.0,144220,1,2022,23,6,Weekend,Asia,Wet Season
2022-01-24,Indonesia,,4289305,0.0,144227,1,2022,24,0,Workday,Asia,Wet Season
2022-01-25,Indonesia,,4294183,0.0,144247,1,2022,25,1,Workday,Asia,Wet Season
2022-01-26,Indonesia,,4301193,0.0,144254,1,2022,26,2,Workday,Asia,Wet Season
2022-01-27,Indonesia,,4309270,0.0,144261,1,2022,27,3,Workday,Asia,Wet Season
2022-01-28,Indonesia,,4319175,0.0,144268,1,2022,28,4,Workday,Asia,Wet Season
2022-01-29,Indonesia,,4330763,0.0,144285,1,2022,29,5,Weekend,Asia,Wet Season
2022-01-30,Indonesia,,4343185,0.0,144303,1,2022,30,6,Weekend,Asia,Wet Season
2022-01-31,Indonesia,,4353370,0.0,144320,1,2022,31,0,Workday,Asia,Wet Season
2022-02-01,Indonesia,,4369391,0.0,144348,2,2022,1,1,Workday,Asia,Wet Season
2022-02-02,Indonesia,,4387286,0.0,144373,2,2022,2,2,Workday,Asia,Wet Season
2022-02-03,Indonesia,,4414483,0.0,144411,2,2022,3,3,Workday,Asia,Wet Season
2022-02-04,Indonesia,,4446694,0.0,144453,2,2022,4,4,Workday,Asia,Wet Season
2022-02-05,Indonesia,,4480423,0.0,144497,2,2022,5,5,Weekend,Asia,Wet Season
2022-02-06,Indonesia,,4516480,0.0,144554,2,2022,6,6,Weekend,Asia,Wet Season
2022-02-07,Indonesia,,4542601,0.0,144636,2,2022,7,0,Workday,Asia,Wet Season
2022-02-08,Indonesia,,4580093,0.0,144719,2,2022,8,1,Workday,Asia,Wet Season
2022-02-09,Indonesia,,4626936,0.0,144784,2,2022,9,2,Workday,Asia,Wet Season
2022-02-10,Indonesia,,4667554,0.0,144858,2,2022,10,3,Workday,Asia,Wet Season
2022-02-11,Indonesia,,4708043,0.0,144958,2,2022,11,4,Workday,Asia,Wet Season
2022-02-12,Indonesia,,4763252,0.0,145065,2,2022,12,5,Weekend,Asia,Wet Season
2022-02-13,Indonesia,,4807778,0.0,145176,2,2022,13,6,Weekend,Asia,Wet Season
2022-02-14,Indonesia,,4844279,0.0,145321,2,2022,14,0,Workday,Asia,Wet Season
2022-02-15,Indonesia,,4901328,0.0,145455,2,2022,15,1,Workday,Asia,Wet Season
2022-02-16,Indonesia,,4966046,0.0,145622,2,2022,16,2,Workday,Asia,Wet Season
2022-02-17,Indonesia,,5030002,0.0,145828,2,2022,17,3,Workday,Asia,Wet Season
2022-02-18,Indonesia,,5089637,0.0,146044,2,2022,18,4,Workday,Asia,Wet Season
2022-02-19,Indonesia,,5149021,0.0,146202,2,2022,19,5,Weekend,Asia,Wet Season
2022-02-20,Indonesia,,5197505,0.0,146365,2,2022,20,6,Weekend,Asia,Wet Season
2022-02-21,Indonesia,,5231923,0.0,146541,2,2022,21,0,Workday,Asia,Wet Season
2022-02-22,Indonesia,,5289414,0.0,146798,2,2022,22,1,Workday,Asia,Wet Season
2022-02-23,Indonesia,,5350902,0.0,147025,2,2022,23,2,Workday,Asia,Wet Season
2022-02-24,Indonesia,,5408328,0.0,147342,2,2022,24,3,Workday,Asia,Wet Season
2022-02-25,Indonesia,,5457775,0.0,147586,2,2022,25,4,Workday,Asia,Wet Season
2022-02-26,Indonesia,,5504418,0.0,147844,2,2022,26,5,Weekend,Asia,Wet Season
2022-02-27,Indonesia,,5539394,0.0,148073,2,2022,27,6,Weekend,Asia,Wet Season
2022-02-28,Indonesia,,5564448,0.0,148335,2,2022,28,0,Workday,Asia,Wet Season
2022-03-01,Indonesia,,5589176,0.0,148660,3,2022,1,1,Workday,Asia,Wet Season
2022-03-02,Indonesia,,5630096,0.0,149036,3,2022,2,2,Workday,Asia,Wet Season
2022-03-03,Indonesia,,5667355,0.0,149268,3,2022,3,3,Workday,Asia,Wet Season
2022-03-04,Indonesia,,5693702,0.0,149596,3,2022,4,4,Workday,Asia,Wet Season
2022-03-05,Indonesia,,5723858,0.0,149918,3,2022,5,5,Weekend,Asia,Wet Season
2022-03-06,Indonesia,,5748725,0.0,150172,3,2022,6,6,Weekend,Asia,Wet Season
2022-03-07,Indonesia,,5770105,0.0,150430,3,2022,7,0,Workday,Asia,Wet Season
2022-03-08,Indonesia,,5800253,0.0,150831,3,2022,8,1,Workday,Asia,Wet Season
2022-03-09,Indonesia,,5826589,0.0,151135,3,2022,9,2,Workday,Asia,Wet Season
2022-03-10,Indonesia,,5847900,0.0,151413,3,2022,10,3,Workday,Asia,Wet Season
2022-03-11,Indonesia,,5864010,0.0,151703,3,2022,11,4,Workday,Asia,Wet Season
2022-03-12,Indonesia,,5878910,0.0,151951,3,2022,12,5,Weekend,Asia,Wet Season
2022-03-13,Indonesia,,5890495,0.0,152166,3,2022,13,6,Weekend,Asia,Wet Season
2022-03-14,Indonesia,,5900124,0.0,152437,3,2022,14,0,Workday,Asia,Wet Season
2022-03-15,Indonesia,,5914532,0.0,152745,3,2022,15,1,Workday,Asia,Wet Season
2022-03-16,Indonesia,,5927550,0.0,152975,3,2022,16,2,Workday,Asia,Wet Season
2022-03-17,Indonesia,,5939082,0.0,153212,3,2022,17,3,Workday,Asia,Wet Season
2022-03-18,Indonesia,,5948610,0.0,153411,3,2022,18,4,Workday,Asia,Wet Season
2022-03-19,Indonesia,,5956561,0.0,153599,3,2022,19,5,Weekend,Asia,Wet Season
2022-03-20,Indonesia,,5962483,0.0,153738,3,2022,20,6,Weekend,Asia,Wet Season
2022-03-21,Indonesia,,5967182,0.0,153892,3,2022,21,0,Workday,Asia,Wet Season
2022-03-22,Indonesia,,5974646,0.0,154062,3,2022,22,1,Workday,Asia,Wet Season
2022-03-23,Indonesia,,5981022,0.0,154221,3,2022,23,2,Workday,Asia,Wet Season
2022-03-24,Indonesia,,5986830,0.0,154343,3,2022,24,3,Workday,Asia,Wet Season
2022-03-25,Indonesia,,5986830,0.0,154343,3,2022,25,4,Workday,Asia,Wet Season
2022-03-26,Indonesia,,5986830,0.0,154343,3,2022,26,5,Weekend,Asia,Wet Season
2022-03-27,Indonesia,,5995876,0.0,154570,3,2022,27,6,Weekend,Asia,Wet Season
2022-03-28,Indonesia,,6001751,0.0,154774,3,2022,28,0,Workday,Asia,Wet Season
2022-03-29,Indonesia,,6005646,0.0,154882,3,2022,29,1,Workday,Asia,Wet Season
2022-03-30,Indonesia,,6009486,0.0,155000,3,2022,30,2,Workday,Asia,Wet Season
2022-03-31,Indonesia,,6012818,0.0,155089,3,2022,31,3,Workday,Asia,Wet Season
2022-04-01,Indonesia,,6015748,0.0,155164,4,2022,1,4,Workday,Asia,Dry Season
2022-04-02,Indonesia,,6015748,0.0,155164,4,2022,2,5,Weekend,Asia,Dry Season
2022-04-03,Indonesia,,6015748,0.0,155164,4,2022,3,6,Weekend,Asia,Dry Season
2022-04-04,Indonesia,,6015748,0.0,155164,4,2022,4,0,Workday,Asia,Dry Season
2022-04-05,Indonesia,,6023924,0.0,155421,4,2022,5,1,Workday,Asia,Dry Season
2022-04-06,Indonesia,,6026324,0.0,155464,4,2022,6,2,Workday,Asia,Dry Season
2022-04-07,Indonesia,,6028413,0.0,155509,4,2022,7,3,Workday,Asia,Dry Season
2022-04-08,Indonesia,,6030168,0.0,155556,4,2022,8,4,Workday,Asia,Dry Season
2022-04-09,Indonesia,,6031636,0.0,155597,4,2022,9,5,Weekend,Asia,Dry Season
2022-04-10,Indonesia,,6032707,0.0,155626,4,2022,10,6,Weekend,Asia,Dry Season
2022-04-11,Indonesia,,6033903,0.0,155674,4,2022,11,0,Workday,Asia,Dry Season
2022-04-12,Indonesia,,6035358,0.0,155717,4,2022,12,1,Workday,Asia,Dry Season
2022-04-13,Indonesia,,6036909,0.0,155746,4,2022,13,2,Workday,Asia,Dry Season
2022-04-14,Indonesia,,6037742,0.0,155794,4,2022,14,3,Workday,Asia,Dry Season
2022-04-15,Indonesia,,6038664,0.0,155820,4,2022,15,4,Workday,Asia,Dry Season
2022-04-16,Indonesia,,6039266,0.0,155844,4,2022,16,5,Weekend,Asia,Dry Season
