country/region,year,month,avg_confirmed,avg_recovered,avg_deaths,benua,jenis_seasons,season
Burma,2021,6,147649.3,133546.93333333332,3254.9666666666667,Asia,Tropical/Subtropical,Wet Season
Burma,2021,7,222296.64516129033,162859.32258064515,5266.580645161291,Asia,Tropical/Subtropical,Wet Season
Burma,2021,8,354377.29032258067,28293.709677419356,13132.774193548386,Asia,Tropical/Subtropical,Wet Season
Burma,2021,9,437572.5,0.0,16742.666666666668,Asia,Tropical/Subtropical,Wet Season
Burma,2021,10,485025.5806451613,0.0,18295.483870967742,Asia,Tropical/Subtropical,Wet Season
Burma,2021,11,513333.76666666666,0.0,18935.733333333334,Asia,Tropical/Subtropical,Dry Season
Burma,2021,12,527310.7096774194,0.0,19199.8064516129,Asia,Tropical/Subtropical,Dry Season
Burma,2022,1,533111.6129032258,0.0,19298.387096774193,Asia,Tropical/Subtropical,Dry Season
Burma,2022,2,555347.3571428572,0.0,19325.178571428572,Asia,Tropical/Subtropical,Dry Season
Burma,2022,3,605149.0645161291,0.0,19410.612903225807,Asia,Tropical/Subtropical,Dry Season
Burma,2022,4,612195.1875,0.0,19433.5,Asia,Tropical/Subtropical,Dry Season
Burundi,2020,1,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2020,2,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2020,3,0.06451612903225806,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2020,4,6.1,1.4666666666666666,0.6,Africa,Tropical/Subtropical,Dry Season
Burundi,2020,5,28.677419354838708,13.870967741935484,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,6,107.3,66.93333333333334,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,7,277.3225806451613,196.51612903225808,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,8,416.35483870967744,326.06451612903226,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,9,472.3666666666667,404.53333333333336,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,10,537.0967741935484,489.6774193548387,1.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2020,11,636.5333333333333,551.4,1.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2020,12,745.1290322580645,645.8387096774194,1.4193548387096775,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,1,1189.1290322580646,759.1290322580645,2.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,2,1873.857142857143,773.0,2.857142857142857,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,3,2491.2580645161293,773.0,4.064516129032258,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,4,3403.1,773.0,6.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,5,4348.387096774193,773.0,6.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,6,5098.633333333333,773.0,7.666666666666667,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,7,5948.1612903225805,773.0,8.129032258064516,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,8,9808.645161290322,99.74193548387096,37.064516129032256,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,9,14466.033333333333,0.0,38.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,10,19399.516129032258,0.0,38.0,Africa,Tropical/Subtropical,Wet Season
Burundi,2021,11,20258.966666666667,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2021,12,22371.74193548387,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2022,1,35208.1935483871,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2022,2,37848.78571428572,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2022,3,38299.16129032258,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Burundi,2022,4,38639.0,0.0,38.0,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,1,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,2,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,3,1.5806451612903225,0.0,0.25806451612903225,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,4,47.43333333333333,1.0,1.0,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,5,301.16129032258067,88.09677419354838,2.6774193548387095,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,6,782.7333333333333,369.43333333333334,7.266666666666667,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,7,1872.1935483870968,1007.6451612903226,19.548387096774192,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,8,3183.8709677419356,2343.2903225806454,33.61290322580645,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,9,4954.3,4334.366666666667,48.2,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,10,7500.580645161291,6503.806451612903,81.2258064516129,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2020,11,9848.366666666667,9197.8,101.73333333333333,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2020,12,11401.41935483871,11037.612903225807,110.16129032258064,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,1,12878.870967741936,12210.451612903225,119.96774193548387,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,2,14742.82142857143,14159.857142857143,139.92857142857142,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,3,16274.225806451614,15530.58064516129,157.80645161290323,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,4,20140.266666666666,17971.366666666665,189.5,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,5,27743.870967741936,24919.354838709678,245.29032258064515,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,6,31686.833333333332,30501.133333333335,276.6666666666667,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,7,33203.32258064516,32366.1935483871,293.1290322580645,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,8,34473.06451612903,4271.129032258064,301.7096774193548,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,9,36731.3,0.0,325.3,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,10,37974.22580645161,0.0,346.51612903225805,Africa,Tropical/Subtropical,Wet Season
Cabo Verde,2021,11,38299.566666666666,0.0,349.5,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2021,12,38831.32258064516,0.0,351.3225806451613,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2022,1,52100.83870967742,0.0,374.5806451612903,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2022,2,55832.03571428572,0.0,399.07142857142856,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2022,3,55918.22580645161,0.0,401.0,Africa,Tropical/Subtropical,Dry Season
Cabo Verde,2022,4,55970.0625,0.0,401.0,Africa,Tropical/Subtropical,Dry Season
Cambodia,2020,1,0.5,0.0,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2020,2,1.0,0.6206896551724138,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2020,3,39.516129032258064,4.387096774193548,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2020,4,119.43333333333334,86.2,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2020,5,122.70967741935483,121.29032258064517,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,6,129.5,125.73333333333333,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,7,176.5483870967742,137.6451612903226,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,8,263.64516129032256,237.0,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,9,274.9,273.4,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,10,284.16129032258067,279.19354838709677,0.0,Asia,Tropical/Subtropical,Wet Season
Cambodia,2020,11,302.8333333333333,291.5,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2020,12,357.2903225806452,329.83870967741933,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,1,425.64516129032256,390.4516129032258,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,2,542.8928571428571,464.85714285714283,0.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,3,1507.8709677419354,806.2258064516129,3.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,4,6305.166666666667,2613.9,44.56666666666667,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,5,22184.1935483871,12815.322580645161,150.70967741935485,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,6,40143.566666666666,33909.433333333334,380.3666666666667,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,7,65020.51612903226,57186.032258064515,1035.3870967741937,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,8,85885.32258064517,9265.129032258064,1688.0967741935483,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,9,102084.9,0.0,2089.5333333333333,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,10,116068.64516129032,0.0,2600.6451612903224,Asia,Tropical/Subtropical,Wet Season
Cambodia,2021,11,119533.06666666667,0.0,2871.6666666666665,Asia,Tropical/Subtropical,Dry Season
Cambodia,2021,12,120368.93548387097,0.0,2989.1612903225805,Asia,Tropical/Subtropical,Dry Season
Cambodia,2022,1,120836.03225806452,0.0,3014.8064516129034,Asia,Tropical/Subtropical,Dry Season
Cambodia,2022,2,124708.39285714286,0.0,3018.4285714285716,Asia,Tropical/Subtropical,Dry Season
Cambodia,2022,3,134033.0,0.0,3047.0,Asia,Tropical/Subtropical,Dry Season
Cambodia,2022,4,135889.1875,0.0,3054.75,Asia,Tropical/Subtropical,Dry Season
Cameroon,2020,1,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Cameroon,2020,2,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Cameroon,2020,3,34.41935483870968,0.7419354838709677,0.7741935483870968,Africa,Tropical/Subtropical,Dry Season
Cameroon,2020,4,1016.5666666666667,306.2,27.5,Africa,Tropical/Subtropical,Dry Season
Cameroon,2020,5,3532.3870967741937,1666.225806451613,132.96774193548387,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,6,9836.1,6458.633333333333,257.23333333333335,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,7,15406.774193548386,12736.09677419355,362.258064516129,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,8,18394.354838709678,16168.225806451614,401.7741935483871,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,9,20213.7,18865.266666666666,415.8666666666667,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,10,21370.612903225807,20026.83870967742,423.258064516129,Africa,Tropical/Subtropical,Wet Season
Cameroon,2020,11,23007.0,21693.033333333333,433.3,Africa,Tropical/Subtropical,Dry Season
Cameroon,2020,12,25446.612903225807,23843.16129032258,445.06451612903226,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,1,27977.25806451613,26252.0,454.03225806451616,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,2,32532.85714285714,30171.25,497.89285714285717,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,3,40507.22580645161,34433.77419354839,609.5483870967741,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,4,62876.0,35261.0,934.0666666666667,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,5,75880.2258064516,35261.0,1185.6774193548388,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,6,79991.93333333333,35261.0,1304.9,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,7,81352.7741935484,35261.0,1328.3225806451612,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,8,82516.12903225806,4549.806451612903,1339.032258064516,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,9,85311.4,0.0,1368.9333333333334,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,10,97887.96774193548,0.0,1562.7096774193549,Africa,Tropical/Subtropical,Wet Season
Cameroon,2021,11,105639.36666666667,0.0,1759.8,Africa,Tropical/Subtropical,Dry Season
Cameroon,2021,12,107933.45161290323,0.0,1831.258064516129,Africa,Tropical/Subtropical,Dry Season
Cameroon,2022,1,111270.12903225806,0.0,1858.0,Africa,Tropical/Subtropical,Dry Season
Cameroon,2022,2,118321.82142857143,0.0,1909.0357142857142,Africa,Tropical/Subtropical,Dry Season
Cameroon,2022,3,119414.51612903226,0.0,1926.1935483870968,Africa,Tropical/Subtropical,Dry Season
Cameroon,2022,4,119676.75,0.0,1927.0,Africa,Tropical/Subtropical,Dry Season
Canada,2020,1,0.1875,,0.0,North America,Four Seasons,Winter
Canada,2020,2,0.7262931034482759,,0.0,North America,Four Seasons,Winter
Canada,2020,3,146.81854838709677,,3.1754032258064515,North America,Four Seasons,Spring
Canada,2020,4,2116.7625,,154.73333333333332,North America,Four Seasons,Spring
Canada,2020,5,4807.1088709677415,,436.85887096774195,North America,Four Seasons,Spring
Canada,2020,6,6212.9875,,546.5833333333334,North America,Four Seasons,Summer
Canada,2020,7,6892.758064516129,,567.1370967741935,North America,Four Seasons,Summer
Canada,2020,8,7678.300403225807,,576.9193548387096,North America,Four Seasons,Summer
Canada,2020,9,8925.247916666667,,587.1833333333333,North America,Four Seasons,Autumn
Canada,2020,10,12411.135080645161,,622.375,North America,Four Seasons,Autumn
Canada,2020,11,19129.591666666667,,718.5458333333333,North America,Four Seasons,Autumn
Canada,2020,12,30552.010080645163,,914.9737903225806,North America,Four Seasons,Winter
Canada,2021,1,43909.98387096774,,1186.5443548387098,North America,Four Seasons,Winter
Canada,2021,2,51894.359375,,1363.84375,North America,Four Seasons,Winter
Canada,2021,3,57807.87298387097,,1439.0,North America,Four Seasons,Spring
Canada,2021,4,69476.72083333334,,1522.6083333333333,North America,Four Seasons,Spring
Canada,2021,5,82976.97177419355,,1606.461693548387,North America,Four Seasons,Spring
Canada,2021,6,87988.43541666666,,1653.675,North America,Four Seasons,Summer
Canada,2021,7,89176.29233870968,,1672.8326612903227,North America,Four Seasons,Summer
Canada,2021,8,91465.00604838709,,1684.383064516129,North America,Four Seasons,Summer
Canada,2021,9,97911.34166666666,,1718.4458333333334,North America,Four Seasons,Autumn
Canada,2021,10,105076.14314516129,,1784.8125,North America,Four Seasons,Autumn
Canada,2021,11,109944.85625,,1841.9354166666667,North America,Four Seasons,Autumn
Canada,2021,12,119785.64516129032,,1884.1209677419354,North America,Four Seasons,Winter
Canada,2022,1,171447.43951612903,,2031.9798387096773,North America,Four Seasons,Winter
Canada,2022,2,200692.77455357142,,2243.3147321428573,North America,Four Seasons,Winter
Canada,2022,3,212068.97177419355,,2326.6028225806454,North America,Four Seasons,Spring
Canada,2022,4,221934.75,,2371.64453125,North America,Four Seasons,Spring
Central African Republic,2020,1,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2020,2,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2020,3,1.3225806451612903,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2020,4,14.8,4.366666666666666,0.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2020,5,365.7741935483871,14.935483870967742,0.3225806451612903,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,6,2358.8333333333335,338.06666666666666,18.633333333333333,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,7,4338.290322580645,1254.258064516129,54.096774193548384,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,8,4660.806451612903,1728.0967741935483,60.45161290322581,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,9,4768.4,1828.9666666666667,62.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,10,4854.774193548387,1921.0967741935483,62.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2020,11,4893.733333333334,1924.0,62.56666666666667,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2020,12,4936.322580645161,1924.0,63.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,1,4972.741935483871,4311.903225806452,63.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,2,4995.892857142857,4899.142857142857,63.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,3,5054.645161290323,4933.032258064516,63.645161290322584,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,4,5766.8,5073.2,78.03333333333333,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,5,6849.032258064516,5575.387096774193,94.54838709677419,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,6,7111.466666666666,6859.0,98.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,7,7144.193548387097,6859.0,98.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,8,10059.806451612903,885.0322580645161,98.61290322580645,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,9,11324.133333333333,0.0,100.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,10,11455.387096774193,0.0,100.0,Africa,Tropical/Subtropical,Wet Season
Central African Republic,2021,11,11645.3,0.0,100.63333333333334,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2021,12,11924.161290322581,0.0,101.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2022,1,13105.870967741936,0.0,106.09677419354838,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2022,2,14128.75,0.0,111.71428571428571,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2022,3,14491.225806451614,0.0,113.0,Africa,Tropical/Subtropical,Dry Season
Central African Republic,2022,4,14649.0,0.0,113.0,Africa,Tropical/Subtropical,Dry Season
Chad,2020,1,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Chad,2020,2,0.0,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Chad,2020,3,1.1290322580645162,0.0,0.0,Africa,Tropical/Subtropical,Dry Season
Chad,2020,4,26.566666666666666,6.666666666666667,0.3,Africa,Tropical/Subtropical,Dry Season
Chad,2020,5,453.258064516129,161.48387096774192,43.38709677419355,Africa,Tropical/Subtropical,Wet Season
Chad,2020,6,847.5666666666667,712.1666666666666,71.83333333333333,Africa,Tropical/Subtropical,Wet Season
Chad,2020,7,891.5806451612904,797.9677419354839,74.64516129032258,Africa,Tropical/Subtropical,Wet Season
Chad,2020,8,966.0967741935484,855.9032258064516,76.06451612903226,Africa,Tropical/Subtropical,Wet Season
Chad,2020,9,1105.1666666666667,954.4666666666667,80.56666666666666,Africa,Tropical/Subtropical,Wet Season
Chad,2020,10,1348.5806451612902,1171.7096774193549,92.3225806451613,Africa,Tropical/Subtropical,Wet Season
Chad,2020,11,1595.7666666666667,1433.1,100.06666666666666,Africa,Tropical/Subtropical,Dry Season
Chad,2020,12,1844.225806451613,1615.1935483870968,102.35483870967742,Africa,Tropical/Subtropical,Dry Season
Chad,2021,1,2802.5806451612902,2090.2903225806454,110.96774193548387,Africa,Tropical/Subtropical,Dry Season
Chad,2021,2,3673.535714285714,3100.1071428571427,129.71428571428572,Africa,Tropical/Subtropical,Dry Season
Chad,2021,3,4315.612903225807,3847.8387096774195,152.58064516129033,Africa,Tropical/Subtropical,Dry Season
Chad,2021,4,4681.766666666666,4313.033333333334,167.63333333333333,Africa,Tropical/Subtropical,Dry Season
Chad,2021,5,4893.806451612903,4666.870967741936,172.03225806451613,Africa,Tropical/Subtropical,Wet Season
Chad,2021,6,4944.166666666667,4763.766666666666,173.9,Africa,Tropical/Subtropical,Wet Season
Chad,2021,7,4960.709677419355,4779.0,174.0,Africa,Tropical/Subtropical,Wet Season
Chad,2021,8,4982.677419354839,618.5806451612904,174.0,Africa,Tropical/Subtropical,Wet Season
Chad,2021,9,5018.2,0.0,174.0,Africa,Tropical/Subtropical,Wet Season
Chad,2021,10,5061.870967741936,0.0,174.0,Africa,Tropical/Subtropical,Wet Season
Chad,2021,11,5106.933333333333,0.0,175.0,Africa,Tropical/Subtropical,Dry Season
Chad,2021,12,5664.548387096775,0.0,180.61290322580646,Africa,Tropical/Subtropical,Dry Season
Chad,2022,1,6660.064516129032,0.0,186.0,Africa,Tropical/Subtropical,Dry Season
Chad,2022,2,7212.535714285715,0.0,190.0,Africa,Tropical/Subtropical,Dry Season
Chad,2022,3,7273.903225806452,0.0,190.1290322580645,Africa,Tropical/Subtropical,Dry Season
Chad,2022,4,7352.3125,0.0,191.8125,Africa,Tropical/Subtropical,Dry Season
Chile,2020,1,0.0,0.0,0.0,South America,Four Seasons,Winter
Chile,2020,2,0.4827586206896552,0.0,0.0,South America,Four Seasons,Winter
Chile,2020,3,606.3225806451613,18.70967741935484,1.6129032258064515,South America,Four Seasons,Spring
Chile,2020,4,9513.766666666666,3583.3333333333335,109.13333333333334,South America,Four Seasons,Spring
Chile,2020,5,56874.67741935484,20724.870967741936,510.741935483871,South America,Four Seasons,Spring
Chile,2020,6,209709.83333333334,159751.5,3380.6,South America,Four Seasons,Summer
Chile,2020,7,322180.6129032258,291978.7419354839,7717.967741935484,South America,Four Seasons,Summer
Chile,2020,8,385033.8387096774,358266.22580645164,10444.677419354839,South America,Four Seasons,Summer
Chile,2020,9,438237.4666666667,411290.36666666664,12052.766666666666,South America,Four Seasons,Autumn
Chile,2020,10,488218.0,461674.4193548387,13524.09677419355,South America,Four Seasons,Autumn
Chile,2020,11,531506.4,507306.63333333336,14821.5,South America,Four Seasons,Autumn
Chile,2020,12,578648.1935483871,550708.3225806452,15994.387096774193,South America,Four Seasons,Winter
Chile,2021,1,666513.2580645161,625738.6451612903,17449.612903225807,South America,Four Seasons,Winter
Chile,2021,2,776931.5714285715,734686.2142857143,19527.214285714286,South America,Four Seasons,Winter
Chile,2021,3,905230.5483870967,849527.9032258064,21819.25806451613,South America,Four Seasons,Spring
Chile,2021,4,1104154.8666666667,1035658.8,24820.866666666665,South America,Four Seasons,Spring
Chile,2021,5,1288215.7741935484,1221193.935483871,27818.58064516129,South America,Four Seasons,Spring
Chile,2021,6,1483929.4333333333,1412191.8666666667,30963.666666666668,South America,Four Seasons,Summer
Chile,2021,7,1593165.1935483871,1543438.0967741935,34210.8064516129,South America,Four Seasons,Summer
Chile,2021,8,1628953.7419354839,203043.48387096773,36344.77419354839,South America,Four Seasons,Summer
Chile,2021,9,1646018.6666666667,0.0,37265.7,South America,Four Seasons,Autumn
Chile,2021,10,1671186.5483870967,0.0,37613.12903225807,South America,Four Seasons,Autumn
Chile,2021,11,1729378.9333333333,0.0,38022.96666666667,South America,Four Seasons,Autumn
Chile,2021,12,1786945.3870967743,0.0,38768.096774193546,South America,Four Seasons,Winter
Chile,2022,1,1912884.6451612904,0.0,39394.45161290323,South America,Four Seasons,Winter
Chile,2022,2,2650879.1071428573,0.0,40806.28571428572,South America,Four Seasons,Winter
Chile,2022,3,3317340.870967742,0.0,48048.1935483871,South America,Four Seasons,Spring
Chile,2022,4,3504712.3125,0.0,56955.375,South America,Four Seasons,Spring
China,2020,1,111.78823529411764,2.3823529411764706,2.614705882352941,Asia,Four Seasons,Winter
China,2020,2,1656.552738336714,382.4259634888438,47.07606490872211,Asia,Four Seasons,Winter
China,2020,3,2387.796015180266,1905.2134724857685,93.44212523719165,Asia,Four Seasons,Spring
China,2020,4,2519.864705882353,2287.2764705882355,115.97058823529412,Asia,Four Seasons,Spring
China,2020,5,2562.1679316888044,2328.614800759013,136.39753320683113,Asia,Four Seasons,Spring
China,2020,6,2584.4362745098038,2338.2323529411765,136.43529411764706,Asia,Four Seasons,Summer
China,2020,7,2627.0692599620493,2355.2722960151805,136.6518026565465,Asia,Four Seasons,Summer
China,2020,8,2744.42220113852,2441.205882352941,138.17931688804555,Asia,Four Seasons,Summer
China,2020,9,2792.514705882353,2503.2294117647057,139.24607843137255,Asia,Four Seasons,Autumn
China,2020,10,2831.7343453510434,2523.162239089184,139.38235294117646,Asia,Four Seasons,Autumn
China,2020,11,2886.929411764706,2546.9225490196077,139.45686274509805,Asia,Four Seasons,Autumn
China,2020,12,2971.518026565465,2599.207779886148,139.9516129032258,Asia,Four Seasons,Winter
China,2021,1,3092.3709677419356,2681.7229601518025,141.11100569259963,Asia,Four Seasons,Winter
China,2021,2,3191.1470588235293,2781.8172268907565,142.00210084033614,Asia,Four Seasons,Winter
China,2021,3,3223.4411764705883,2826.7277039848195,142.31973434535104,Asia,Four Seasons,Spring
China,2021,4,3257.5127450980394,2848.502941176471,142.4578431372549,Asia,Four Seasons,Spring
China,2021,5,3287.5265654648956,2867.777988614801,142.52941176470588,Asia,Four Seasons,Spring
China,2021,6,3322.5745098039215,2884.0637254901962,142.53529411764706,Asia,Four Seasons,Summer
China,2021,7,3363.6546489563566,2904.9184060721063,142.58728652751424,Asia,Four Seasons,Summer
China,2021,8,3441.755218216319,376.41081593927896,142.58823529411765,Asia,Four Seasons,Summer
China,2021,9,3495.192156862745,0.0,142.60588235294117,Asia,Four Seasons,Autumn
China,2021,10,3542.9003795066415,0.0,142.61764705882354,Asia,Four Seasons,Autumn
China,2021,11,3609.475490196078,0.0,142.61764705882354,Asia,Four Seasons,Autumn
China,2021,12,3688.764705882353,0.0,142.61764705882354,Asia,Four Seasons,Winter
China,2022,1,3862.9601518026566,0.0,142.61764705882354,Asia,Four Seasons,Winter
China,2022,2,5191.539915966387,0.0,145.22373949579833,Asia,Four Seasons,Winter
China,2022,3,31082.821631878556,0.0,273.32732447817835,Asia,Four Seasons,Spring
China,2022,4,46149.523897058825,0.0,389.65808823529414,Asia,Four Seasons,Spring
Colombia,2020,1,0.0,0.0,0.0,South America,Tropical/Subtropical,Dry Season
Colombia,2020,2,0.0,0.0,0.0,South America,Tropical/Subtropical,Dry Season
Colombia,2020,3,199.67741935483872,3.5161290322580645,2.193548387096774,South America,Tropical/Subtropical,Dry Season
Colombia,2020,4,3390.133333333333,569.2666666666667,141.63333333333333,South America,Tropical/Subtropical,Dry Season
Colombia,2020,5,15877.870967741936,3826.1935483870966,579.8709677419355,South America,Tropical/Subtropical,Wet Season
Colombia,2020,6,58196.933333333334,22300.366666666665,1908.9333333333334,South America,Tropical/Subtropical,Wet Season
Colombia,2020,7,183234.03225806452,84094.19354838709,6311.709677419355,South America,Tropical/Subtropical,Wet Season
Colombia,2020,8,465020.77419354836,296403.3870967742,15049.290322580646,South America,Tropical/Subtropical,Wet Season
Colombia,2020,9,731711.8333333334,605101.0333333333,23250.366666666665,South America,Tropical/Subtropical,Wet Season
Colombia,2020,10,947650.8709677419,844278.0322580645,28671.645161290322,South America,Tropical/Subtropical,Wet Season
Colombia,2020,11,1199779.4,1097934.4333333333,34123.666666666664,South America,Tropical/Subtropical,Dry Season
Colombia,2020,12,1470284.0967741935,1348076.0322580645,39794.06451612903,South America,Tropical/Subtropical,Dry Season
Colombia,2021,1,1883049.8709677418,1719017.8709677418,48423.12903225807,South America,Tropical/Subtropical,Dry Season
Colombia,2021,2,2191292.4285714286,2075489.107142857,57450.32142857143,South America,Tropical/Subtropical,Dry Season
Colombia,2021,3,2318120.870967742,2213155.5161290322,61493.54838709677,South America,Tropical/Subtropical,Dry Season
Colombia,2021,4,2618929.566666667,2455984.6333333333,67840.43333333333,South America,Tropical/Subtropical,Dry Season
Colombia,2021,5,3122168.64516129,2924138.580645161,81314.06451612903,South America,Tropical/Subtropical,Wet Season
Colombia,2021,6,3826129.4,3554881.0,97517.36666666667,South America,Tropical/Subtropical,Wet Season
Colombia,2021,7,4576765.354838709,4322015.161290322,114790.32258064517,South America,Tropical/Subtropical,Wet Season
Colombia,2021,8,4864733.70967742,593787.8387096775,123367.25806451614,South America,Tropical/Subtropical,Wet Season
Colombia,2021,9,4935040.366666666,0.0,125729.16666666667,South America,Tropical/Subtropical,Wet Season
