country/region,year,month,total_confirmed,total_recovered,total_deaths,benua
Afghanistan,2020,1,0,0.0,0,Asia
Afghanistan,2020,2,30,0.0,0,Asia
Afghanistan,2020,3,1141,26.0,21,Asia
Afghanistan,2020,4,25152,2927.0,812,Asia
Afghanistan,2020,5,222720,24129.0,4924,Asia
Afghanistan,2020,6,751685,184768.0,14982,Asia
Afghanistan,2020,7,1079412,688117.0,33439,Asia
Afghanistan,2020,8,1165099,843438.0,42108,Asia
Afghanistan,2020,9,1166401,949104.0,43060,Asia
Afghanistan,2020,10,1246695,1039280.0,46274,Asia
Afghanistan,2020,11,1303865,1058724.0,48777,Asia
Afghanistan,2020,12,1539551,1207801.0,62050,Asia
Afghanistan,2021,1,1671259,1403684.0,71891,Asia
Afghanistan,2021,2,1553102,1358287.0,67864,Asia
Afghanistan,2021,3,1737068,1541980.0,76227,Asia
Afghanistan,2021,4,1733260,1566429.0,76300,Asia
Afghanistan,2021,5,1991950,1710784.0,85386,Asia
Afghanistan,2021,6,2848717,1887517.0,114208,Asia
Afghanistan,2021,7,4241348,2492541.0,184478,Asia
Afghanistan,2021,8,4696019,330344.0,216817,Asia
Afghanistan,2021,9,4628009,0.0,215185,Asia
Afghanistan,2021,10,4827238,0.0,224427,Asia
Afghanistan,2021,11,4701215,0.0,218866,Asia
Afghanistan,2021,12,4889195,0.0,227309,Asia
Afghanistan,2022,1,4938320,0.0,228855,Asia
Afghanistan,2022,2,4759331,0.0,210096,Asia
Afghanistan,2022,3,5465007,0.0,236979,Asia
Afghanistan,2022,4,2848916,0.0,122764,Asia
Albania,2020,1,0,0.0,0,Europe
Albania,2020,2,0,0.0,0,Europe
Albania,2020,3,2232,241.0,91,Europe
Albania,2020,4,15632,7902.0,728,Europe
Albania,2020,5,28873,21760.0,975,Europe
Albania,2020,6,50880,32742.0,1221,Europe
Albania,2020,7,119660,67686.0,3302,Europe
Albania,2020,8,230278,120294.0,6945,Europe
Albania,2020,9,350148,200469.0,10286,Europe
Albania,2020,10,523084,305370.0,13731,Europe
Albania,2020,11,866248,424181.0,19239,Europe
Albania,2020,12,1540509,819127.0,31857,Europe
Albania,2021,1,2088163,1250570.0,39480,Europe
Albania,2021,2,2610775,1622660.0,44037,Europe
Albania,2021,3,3652195,2525857.0,63810,Europe
Albania,2021,4,3865660,3010039.0,69887,Europe
Albania,2021,5,4089156,3795097.0,75267,Europe
Albania,2021,6,3973546,3894898.0,73604,Europe
Albania,2021,7,4113962,4032655.0,76140,Europe
Albania,2021,8,4262873,521104.0,76586,Europe
Albania,2021,9,4784904,0.0,77186,Europe
Albania,2021,10,5511591,0.0,87201,Europe
Albania,2021,11,5801493,0.0,90259,Europe
Albania,2021,12,6351823,0.0,97819,Europe
Albania,2022,1,7217971,0.0,101437,Europe
Albania,2022,2,7491180,0.0,95637,Europe
Albania,2022,3,8456152,0.0,108045,Europe
Albania,2022,4,4386152,0.0,55888,Europe
Algeria,2020,1,0,0.0,0,Africa
Algeria,2020,2,5,0.0,0,Africa
Algeria,2020,3,4823,594.0,324,Africa
Algeria,2020,4,69497,24072.0,9197,Africa
Algeria,2020,5,211394,109804.0,16901,Africa
Algeria,2020,6,337819,233399.0,23600,Africa
Algeria,2020,7,674286,467472.0,32720,Africa
Algeria,2020,8,1185076,826991.0,42428,Africa
Algeria,2020,9,1458290,1026971.0,48964,Africa
Algeria,2020,10,1683631,1177057.0,57192,Africa
Algeria,2020,11,2074384,1373852.0,65248,Africa
Algeria,2020,12,2884170,1902624.0,81232,Africa
Algeria,2021,1,3212268,2181520.0,87734,Africa
Algeria,2021,2,3096714,2126923.0,82303,Africa
Algeria,2021,3,3577898,2481861.0,94314,Africa
Algeria,2021,4,3581338,2495622.0,94693,Africa
Algeria,2021,5,3890403,2710001.0,104551,Africa
Algeria,2021,6,4030589,2805260.0,107894,Africa
Algeria,2021,7,4734511,3257465.0,121911,Africa
Algeria,2021,8,5788899,468745.0,149055,Africa
Algeria,2021,9,6016238,0.0,168391,Africa
Algeria,2021,10,6358229,0.0,181913,Africa
Algeria,2021,11,6249508,0.0,179783,Africa
Algeria,2021,12,6636393,0.0,191320,Africa
Algeria,2022,1,7141014,0.0,199006,Africa
Algeria,2022,2,7317457,0.0,188533,Africa
Algeria,2022,3,8228823,0.0,212805,Africa
Algeria,2022,4,4251415,0.0,109984,Africa
Andorra,2020,1,0,0.0,0,Europe
Andorra,2020,2,0,0.0,0,Europe
Andorra,2020,3,2787,37.0,39,Europe
Andorra,2020,4,19106,5636.0,917,Europe
Andorra,2020,5,23498,18505.0,1518,Europe
Andorra,2020,6,25511,23239.0,1545,Europe
Andorra,2020,7,27174,24877.0,1612,Europe
Andorra,2020,8,31382,26677.0,1632,Europe
Andorra,2020,9,45275,32128.0,1590,Europe
Andorra,2020,10,103067,69118.0,1895,Europe
Andorra,2020,11,174907,143348.0,2266,Europe
Andorra,2020,12,230115,209606.0,2478,Europe
Andorra,2021,1,279226,253747.0,2805,Europe
Andorra,2021,2,293412,277194.0,2986,Europe
Andorra,2021,3,352375,336906.0,3499,Europe
Andorra,2021,4,380633,361236.0,3637,Europe
Andorra,2021,5,418754,407093.0,3935,Europe
Andorra,2021,6,414764,408532.0,3810,Europe
Andorra,2021,7,442259,430536.0,3939,Europe
Andorra,2021,8,462595,57234.0,3999,Europe
Andorra,2021,9,453489,0.0,3900,Europe
Andorra,2021,10,475994,0.0,4030,Europe
Andorra,2021,11,481140,0.0,3907,Europe
Andorra,2021,12,629689,0.0,4194,Europe
Andorra,2022,1,931921,0.0,4417,Europe
Andorra,2022,2,1043282,0.0,4169,Europe
Andorra,2022,3,1211183,0.0,4722,Europe
Andorra,2022,4,644948,0.0,2448,Europe
Angola,2020,1,0,0.0,0,Africa
Angola,2020,2,0,0.0,0,Africa
Angola,2020,3,48,1.0,6,Africa
Angola,2020,4,601,129.0,60,Africa
Angola,2020,5,1639,466.0,85,Africa
Angola,2020,6,4660,1668.0,210,Africa
Angola,2020,7,20049,5708.0,915,Africa
Angola,2020,8,59160,22283.0,2627,Africa
Angola,2020,9,111469,41899.0,4268,Africa
Angola,2020,10,233349,94176.0,7325,Africa
Angola,2020,11,404417,196092.0,9636,Africa
Angola,2020,12,508018,286751.0,11686,Africa
Angola,2021,1,580289,473400.0,13481,Africa
Angola,2021,2,569508,527106.0,13697,Africa
Angola,2021,3,666295,618101.0,16193,Africa
Angola,2021,4,726071,668606.0,16851,Africa
Angola,2021,5,948207,802500.0,20979,Africa
Angola,2021,6,1109740,924203.0,25209,Africa
Angola,2021,7,1260968,1077983.0,29592,Africa
Angola,2021,8,1394599,154728.0,34363,Africa
Angola,2021,9,1552460,0.0,41306,Africa
Angola,2021,10,1929362,0.0,51232,Africa
Angola,2021,11,1946699,0.0,51781,Africa
Angola,2021,12,2112947,0.0,53989,Africa
Angola,2022,1,2871481,0.0,57365,Africa
Angola,2022,2,2758810,0.0,53138,Africa
Angola,2022,3,3067646,0.0,58900,Africa
Angola,2022,4,1587104,0.0,30400,Africa
Antarctica,2020,1,0,0.0,0,Antarctica
Antarctica,2020,2,0,0.0,0,Antarctica
Antarctica,2020,3,0,0.0,0,Antarctica
Antarctica,2020,4,0,0.0,0,Antarctica
Antarctica,2020,5,0,0.0,0,Antarctica
Antarctica,2020,6,0,0.0,0,Antarctica
Antarctica,2020,7,0,0.0,0,Antarctica
Antarctica,2020,8,0,0.0,0,Antarctica
Antarctica,2020,9,0,0.0,0,Antarctica
Antarctica,2020,10,0,0.0,0,Antarctica
Antarctica,2020,11,0,0.0,0,Antarctica
Antarctica,2020,12,0,0.0,0,Antarctica
Antarctica,2021,1,0,0.0,0,Antarctica
Antarctica,2021,2,0,0.0,0,Antarctica
Antarctica,2021,3,0,0.0,0,Antarctica
Antarctica,2021,4,0,0.0,0,Antarctica
Antarctica,2021,5,0,0.0,0,Antarctica
Antarctica,2021,6,0,0.0,0,Antarctica
Antarctica,2021,7,0,0.0,0,Antarctica
Antarctica,2021,8,0,0.0,0,Antarctica
Antarctica,2021,9,0,0.0,0,Antarctica
Antarctica,2021,10,0,0.0,0,Antarctica
Antarctica,2021,11,0,0.0,0,Antarctica
Antarctica,2021,12,198,0.0,0,Antarctica
Antarctica,2022,1,341,0.0,0,Antarctica
Antarctica,2022,2,308,0.0,0,Antarctica
Antarctica,2022,3,341,0.0,0,Antarctica
Antarctica,2022,4,176,0.0,0,Antarctica
Antigua and Barbuda,2020,1,0,0.0,0,North America
Antigua and Barbuda,2020,2,0,0.0,0,North America
Antigua and Barbuda,2020,3,61,0.0,0,North America
Antigua and Barbuda,2020,4,617,125.0,62,North America
Antigua and Barbuda,2020,5,776,561.0,93,North America
Antigua and Barbuda,2020,6,1026,629.0,90,North America
Antigua and Barbuda,2020,7,2366,1551.0,93,North America
Antigua and Barbuda,2020,8,2881,2558.0,93,North America
Antigua and Barbuda,2020,9,2886,2743.0,90,North America
Antigua and Barbuda,2020,10,3586,3163.0,93,North America
Antigua and Barbuda,2020,11,4047,3745.0,107,North America
Antigua and Barbuda,2020,12,4656,4343.0,143,North America
Antigua and Barbuda,2021,1,5759,4906.0,175,North America
Antigua and Barbuda,2021,2,12957,5943.0,279,North America
Antigua and Barbuda,2021,3,30085,18051.0,770,North America
Antigua and Barbuda,2021,4,36073,28597.0,911,North America
Antigua and Barbuda,2021,5,38611,35462.0,1144,North America
Antigua and Barbuda,2021,6,37885,36515.0,1260,North America
Antigua and Barbuda,2021,7,39480,37977.0,1310,North America
Antigua and Barbuda,2021,8,44775,4944.0,1335,North America
Antigua and Barbuda,2021,9,71908,0.0,1627,North America
Antigua and Barbuda,2021,10,118561,0.0,2912,North America
Antigua and Barbuda,2021,11,123417,0.0,3271,North America
Antigua and Barbuda,2021,12,129927,0.0,3638,North America
Antigua and Barbuda,2022,1,168724,0.0,3766,North America
Antigua and Barbuda,2022,2,201388,0.0,3718,North America
Antigua and Barbuda,2022,3,231549,0.0,4185,North America
Antigua and Barbuda,2022,4,120164,0.0,2160,North America
Argentina,2020,1,0,0.0,0,South America
Argentina,2020,2,0,0.0,0,South America
Argentina,2020,3,6529,875.0,158,South America
Argentina,2020,4,77576,19590.0,3482,South America
Argentina,2020,5,275556,84929.0,11562,South America
Argentina,2020,6,1091252,335157.0,26775,South America
Argentina,2020,7,3728771,1556787.0,69223,South America
Argentina,2020,8,9244163,6029870.0,183974,South America
Argentina,2020,9,17545982,13413943.0,371729,South America
Argentina,2020,10,29922509,24249610.0,795200,South America
Argentina,2020,11,39307295,33912316.0,1062692,South America
Argentina,2020,12,47136788,41776579.0,1278031,South America
Argentina,2021,1,55312462,48805346.0,1412028,South America
Argentina,2021,2,56733848,51092582.0,1407809,South America
Argentina,2021,3,68713761,62045827.0,1674835,South America
Argentina,2021,4,79416752,70049590.0,1774449,South America
Argentina,2021,5,103825064,92046916.0,2196043,South America
Argentina,2021,6,125059837,112898859.0,2601189,South America
Argentina,2021,7,146386195,134893683.0,3120501,South America
Argentina,2021,8,157553999,18397865.0,3383419,South America
Argentina,2021,9,156899177,0.0,3415136,South America
Argentina,2021,10,163452993,0.0,3584551,South America
Argentina,2021,11,159264713,0.0,3488482,South America
Argentina,2021,12,167592259,0.0,3622740,South America
Argentina,2022,1,219509876,0.0,3675187,South America
Argentina,2022,2,244540254,0.0,3479596,South America
Argentina,2022,3,278486987,0.0,3946404,South America
Argentina,2022,4,144810588,0.0,2051022,South America
Armenia,2020,1,0,0.0,0,Europe
Armenia,2020,2,0,0.0,0,Europe
Armenia,2020,3,4099,205.0,12,Europe
Armenia,2020,4,36511,12116.0,527,Europe
Armenia,2020,5,151445,63541.0,2012,Europe
Armenia,2020,6,520967,222445.0,8745,Europe
Armenia,2020,7,1026463,671719.0,18701,Europe
Armenia,2020,8,1286089,1059630.0,25394,Europe
Armenia,2020,9,1398359,1251850.0,27637,Europe
Armenia,2020,10,2012415,1490885.0,33744,Europe
Armenia,2020,11,3480514,2395256.0,53074,Europe
Armenia,2020,12,4636215,3964417.0,78705,Europe
Armenia,2021,1,5076072,4695829.0,92132,Europe
Armenia,2021,2,4741148,4507424.0,87995,Europe
Armenia,2021,3,5603135,5186198.0,102663,Europe
Armenia,2021,4,6176164,5573536.0,114772,Europe
Armenia,2021,5,6831987,6432713.0,133516,Europe
Armenia,2021,6,6716751,6461740.0,134539,Europe
Armenia,2021,7,7046137,6764038.0,141368,Europe
Armenia,2021,8,7298355,880846.0,146024,Europe
Armenia,2021,9,7541311,0.0,152283,Europe
Armenia,2021,10,8750263,0.0,178825,Europe
Armenia,2021,11,9833856,0.0,211075,Europe
Armenia,2021,12,10626338,0.0,242872,Europe
Armenia,2022,1,10862656,0.0,248466,Europe
Armenia,2022,2,11308526,0.0,230317,Europe
Armenia,2022,3,13079093,0.0,265776,Europe
Armenia,2022,4,6762350,0.0,137908,Europe
Australia,2020,1,304,32.0,0,Oceania
Australia,2020,2,3448,1560.0,0,Oceania
Australia,2020,3,285432,18456.0,1520,Oceania
Australia,2020,4,1505648,731864.0,14536,Oceania
Australia,2020,5,1741000,1563904.0,24568,Oceania
Australia,2020,6,1780888,1640800.0,24600,Oceania
Australia,2020,7,2893760,2050632.0,31968,Oceania
Australia,2020,8,5688728,3053080.0,104048,Oceania
Australia,2020,9,6407192,4918888.0,195800,Oceania
Australia,2020,10,6786912,5439280.0,223592,Oceania
Australia,2020,11,6660112,5358112.0,217696,Oceania
Australia,2020,12,6976368,5579824.0,225224,Oceania
Australia,2021,1,7112096,5625248.0,225432,Oceania
Australia,2021,2,6473520,5120896.0,203616,Oceania
Australia,2021,3,7229192,5694272.0,225432,Oceania
Australia,2021,4,7085680,5552912.0,218312,Oceania
Australia,2021,5,7433904,5823752.0,225680,Oceania
Australia,2021,6,7276600,5687168.0,218400,Oceania
Australia,2021,7,7939744,5934952.0,226808,Oceania
Australia,2021,8,10407112,773120.0,239280,Oceania
Australia,2021,9,19501496,0.0,274096,Oceania
Australia,2021,10,35294080,0.0,380264,Oceania
Australia,2021,11,46211840,0.0,456160,Oceania
Australia,2021,12,65503720,0.0,528896,Oceania
Australia,2022,1,408698912,0.0,703144,Oceania
Australia,2022,2,658440440,0.0,1043512,Oceania
Australia,2022,3,947059664,0.0,1404120,Oceania
Australia,2022,4,643009720,0.0,839520,Oceania
Austria,2020,1,0,0.0,0,Europe
Austria,2020,2,19,0.0,0,Europe
Austria,2020,3,84802,2883.0,626,Europe
Austria,2020,4,417242,241616.0,11663,Europe
Austria,2020,5,500479,447388.0,19474,Europe
Austria,2020,6,515592,481557.0,20495,Europe
Austria,2020,7,600464,539229.0,21997,Europe
Austria,2020,8,735971,645006.0,22523,Europe
Austria,2020,9,1058863,851070.0,22824,Europe
Austria,2020,10,2039236,1521700.0,28062,Europe
Austria,2020,11,6048662,4042516.0,59076,Europe
Austria,2020,12,10147084,8916607.0,149705,Europe
Austria,2021,1,12102376,11328881.0,217497,Europe
Austria,2021,2,12191179,11533469.0,229966,Europe
Austria,2021,3,15518627,14360090.0,277208,Europe
Austria,2021,4,17593916,16404817.0,294285,Europe
Austria,2021,5,19700766,18990884.0,324107,Europe
Austria,2021,6,19456014,19029231.0,319981,Europe
Austria,2021,7,20262301,19831920.0,332483,Europe
Austria,2021,8,20808835,2575507.0,333501,Europe
Austria,2021,9,21491965,0.0,326302,Europe
Austria,2021,10,24130362,0.0,346244,Europe
Austria,2021,11,29624544,0.0,355056,Europe
Austria,2021,12,38302216,0.0,411672,Europe
Austria,2022,1,46119292,0.0,431569,Europe
Austria,2022,2,64540352,0.0,404386,Europe
Austria,2022,3,101668585,0.0,474858,Europe
Austria,2022,4,63365370,0.0,258758,Europe
Azerbaijan,2020,1,0,0.0,0,Europe
Azerbaijan,2020,2,0,0.0,0,Europe
Azerbaijan,2020,3,1928,211.0,37,Europe
Azerbaijan,2020,4,35353,16061.0,429,Europe
Azerbaijan,2020,5,101560,65682.0,1227,Europe
Azerbaijan,2020,6,326549,180444.0,3939,Europe
Azerbaijan,2020,7,794844,540422.0,10407,Europe
Azerbaijan,2020,8,1065366,971973.0,15562,Europe
Azerbaijan,2020,9,1156339,1081353.0,16972,Europe
Azerbaijan,2020,10,1403733,1242714.0,19697,Europe
Azerbaijan,2020,11,2434291,1707790.0,30250,Europe
Azerbaijan,2020,12,5629069,3893078.0,63398,Europe
Azerbaijan,2021,1,7006474,6568386.0,91932,Europe
Azerbaijan,2021,2,6502320,6342572.0,89032,Europe
Azerbaijan,2021,3,7560926,7194066.0,103279,Europe
Azerbaijan,2021,4,8816077,7822456.0,121720,Europe
Azerbaijan,2021,5,10199768,9679167.0,147629,Europe
Azerbaijan,2021,6,10056668,9855040.0,148624,Europe
Azerbaijan,2021,7,10497023,10269710.0,154791,Europe
Azerbaijan,2021,8,11654596,1333581.0,162064,Europe
Azerbaijan,2021,9,13861812,0.0,184648,Europe
Azerbaijan,2021,10,15599491,0.0,209845,Europe
Azerbaijan,2021,11,16873584,0.0,224561,Europe
Azerbaijan,2021,12,18797112,0.0,252393,Europe
Azerbaijan,2022,1,19511848,0.0,264465,Europe
Azerbaijan,2022,2,20746865,0.0,254489,Europe
Azerbaijan,2022,3,24506455,0.0,297802,Europe
Azerbaijan,2022,4,12675013,0.0,155224,Europe
Bahamas,2020,1,0,0.0,0,North America
Bahamas,2020,2,0,0.0,0,North America
Bahamas,2020,3,99,8.0,0,North America
Bahamas,2020,4,1578,281.0,235,North America
Bahamas,2020,5,2933,1201.0,341,North America
Bahamas,2020,6,3100,2124.0,330,North America
Bahamas,2020,7,6403,2797.0,347,North America
Bahamas,2020,8,41780,9579.0,792,North America
Bahamas,2020,9,93104,44339.0,2105,North America
Bahamas,2020,10,170339,100515.0,3612,North America
Bahamas,2020,11,215718,158704.0,4721,North America
Bahamas,2020,12,238552,188608.0,5125,North America
Bahamas,2021,1,249177,201910.0,5419,North America
Bahamas,2021,2,233940,196424.0,4977,North America
Bahamas,2021,3,271796,237050.0,5736,North America
Bahamas,2021,4,289640,270035.0,5771,North America
Bahamas,2021,5,345301,311703.0,6761,North America
Bahamas,2021,6,366120,335406.0,7151,North America
Bahamas,2021,7,417813,372939.0,8208,North America
Bahamas,2021,8,511668,50533.0,9890,North America
Bahamas,2021,9,592159,0.0,14282,North America
Bahamas,2021,10,675732,0.0,18713,North America
Bahamas,2021,11,678050,0.0,19926,North America
Bahamas,2021,12,718350,0.0,21930,North America
Bahamas,2022,1,926895,0.0,22449,North America
Bahamas,2022,2,922038,0.0,21326,North America
Bahamas,2022,3,1029459,0.0,24120,North America
Bahamas,2022,4,533442,0.0,12617,North America
Bahrain,2020,1,0,0.0,0,Asia
Bahrain,2020,2,167,0.0,0,Asia
Bahrain,2020,3,7765,3031.0,41,Asia
Bahrain,2020,4,48676,22965.0,190,Asia
Bahrain,2020,5,210502,100507.0,349,Asia
Bahrain,2020,6,575360,413158.0,1441,Asia
Bahrain,2020,7,1074705,943774.0,3672,Asia
Bahrain,2020,8,1447593,1345895.0,5311,Asia
Bahrain,2020,9,1856231,1678279.0,6496,Asia
Bahrain,2020,10,2388821,2262718.0,8985,Asia
Bahrain,2020,11,2539313,2472695.0,10017,Asia
Bahrain,2020,12,2780573,2718364.0,10767,Asia
Bahrain,2021,1,3022735,2919786.0,11185,Asia
Bahrain,2021,2,3165005,2969118.0,11365,Asia
Bahrain,2021,3,4119520,3889112.0,15134,Asia
Bahrain,2021,4,4837969,4504301.0,17448,Asia
Bahrain,2021,5,6338506,5754577.0,23798,Asia
Bahrain,2021,6,7750838,7329094.0,36929,Asia
Bahrain,2021,7,8297428,8216450.0,42642,Asia
Bahrain,2021,8,8399912,1068263.0,42945,Asia
Bahrain,2021,9,8218534,0.0,41648,Asia
Bahrain,2021,10,8557002,0.0,43127,Asia
Bahrain,2021,11,8317985,0.0,41801,Asia
Bahrain,2021,12,8641298,0.0,43214,Asia
Bahrain,2022,1,9759962,0.0,43351,Asia
Bahrain,2022,2,12952941,0.0,40005,Asia
Bahrain,2022,3,16717276,0.0,45368,Asia
Bahrain,2022,4,8946298,0.0,23555,Asia
Bangladesh,2020,1,0,0.0,0,Asia
Bangladesh,2020,2,0,0.0,0,Asia
Bangladesh,2020,3,546,131.0,49,Asia
Bangladesh,2020,4,70283,2059.0,2153,Asia
Bangladesh,2020,5,731311,139045.0,10746,Asia
Bangladesh,2020,6,2836656,943347.0,37194,Asia
Bangladesh,2020,7,6049862,3155922.0,77720,Asia
Bangladesh,2020,8,8565945,5101749.0,114101,Asia
Bangladesh,2020,9,10232791,7345683.0,143910,Asia
Bangladesh,2020,10,11965030,9323916.0,174118,Asia
Bangladesh,2020,11,13055589,10548940.0,187421,Asia
Bangladesh,2020,12,15301465,13170237.0,221327,Asia
Bangladesh,2021,1,16311378,14593894.0,244126,Asia
Bangladesh,2021,2,15145689,13663390.0,231880,Asia
Bangladesh,2021,3,17583288,16007124.0,267616,Asia
Bangladesh,2021,4,21032790,18179618.0,305973,Asia
Bangladesh,2021,5,24211558,22286214.0,376107,Asia
Bangladesh,2021,6,25289802,23228388.0,401202,Asia
Bangladesh,2021,7,33434499,28698436.0,542385,Asia
Bangladesh,2021,8,43755097,4468216.0,745570,Asia
Bangladesh,2021,9,46037544,0.0,810568,Asia
Bangladesh,2021,10,48497087,0.0,859838,Asia
Bangladesh,2021,11,47188180,0.0,837856,Asia
Bangladesh,2021,12,48996978,0.0,869050,Asia
Bangladesh,2022,1,51134257,0.0,873409,Asia
Bangladesh,2022,2,53273548,0.0,806596,Asia
Bangladesh,2022,3,60431477,0.0,902188,Asia
Bangladesh,2022,4,31231871,0.0,465971,Asia
Barbados,2020,1,0,0.0,0,North America
Barbados,2020,2,0,0.0,0,North America
Barbados,2020,3,255,0.0,0,North America
Barbados,2020,4,2071,531.0,122,North America
Barbados,2020,5,2697,1939.0,217,North America
Barbados,2020,6,2860,2515.0,210,North America
Barbados,2020,7,3209,2840.0,217,North America
Barbados,2020,8,4654,3719.0,217,North America
Barbados,2020,9,5515,4962.0,210,North America
Barbados,2020,10,6692,6093.0,217,North America
Barbados,2020,11,7563,7080.0,210,North America
Barbados,2020,12,9713,8622.0,217,North America
Barbados,2021,1,32342,17216.0,258,North America
Barbados,2021,2,63279,47620.0,678,North America
Barbados,2021,3,106483,96914.0,1196,North America
Barbados,2021,4,112693,109263.0,1311,North America
Barbados,2021,5,122770,120498.0,1426,North America
Barbados,2021,6,121317,119003.0,1410,North America
Barbados,2021,7,131162,126537.0,1480,North America
Barbados,2021,8,142637,16982.0,1492,North America
Barbados,2021,9,191196,0.0,1715,North America
Barbados,2021,10,398792,0.0,3504,North America
Barbados,2021,11,666634,0.0,5889,North America
Barbados,2021,12,836400,0.0,7781,North America
Barbados,2022,1,1109422,0.0,8376,North America
Barbados,2022,2,1439948,0.0,8382,North America
Barbados,2022,3,1776050,0.0,10124,North America
Barbados,2022,4,988181,0.0,6045,North America
Belarus,2020,1,0,0.0,0,Europe
Belarus,2020,2,2,0.0,0,Europe
Belarus,2020,3,1465,340.0,1,Europe
Belarus,2020,4,150554,18498.0,1171,Europe
Belarus,2020,5,888892,302001.0,4986,Europe
Belarus,2020,6,1626878,955147.0,9483,Europe
Belarus,2020,7,2029325,1742259.0,14953,Europe
Belarus,2020,8,2159686,2068805.0,19080,Europe
Belarus,2020,9,2246305,2183138.0,22796,Europe
Belarus,2020,10,2701983,2464735.0,28380,Europe
Belarus,2020,11,3481029,2937343.0,31736,Europe
Belarus,2020,12,5144839,4462040.0,40022,Europe
Belarus,2021,1,6908021,6404248.0,48780,Europe
Belarus,2021,2,7520716,7213412.0,51861,Europe
Belarus,2021,3,9451715,9162503.0,65544,Europe
Belarus,2021,4,10229519,9941502.0,71955,Europe
Belarus,2021,5,11683891,11388590.0,83744,Europe
Belarus,2021,6,12206318,11982503.0,90040,Europe
Belarus,2021,7,13396842,13195347.0,102454,Europe
Belarus,2021,8,14349120,1769127.0,112135,Europe
Belarus,2021,9,15302106,0.0,118858,Europe
Belarus,2021,10,17669576,0.0,136016,Europe
Belarus,2021,11,18886439,0.0,146036,Europe
Belarus,2021,12,21056829,0.0,165467,Europe
Belarus,2022,1,22254939,0.0,180483,Europe
Belarus,2022,2,23454346,0.0,175710,Europe
Belarus,2022,3,29270231,0.0,206910,Europe
Belarus,2022,4,15500356,0.0,109879,Europe
Belgium,2020,1,0,0.0,0,Europe
Belgium,2020,2,26,13.0,0,Europe
Belgium,2020,3,89009,9055.0,3145,Europe
Belgium,2020,4,993613,216946.0,132664,Europe
Belgium,2020,5,1688377,439785.0,273995,Europe
Belgium,2020,6,1801706,496435.0,289543,Europe
Belgium,2020,7,1979139,535284.0,303682,Europe
Belgium,2020,8,2409779,558058.0,307232,Europe
Belgium,2020,9,2955815,565779.0,298143,Europe
Belgium,2020,10,7060830,663604.0,325069,Europe
Belgium,2020,11,15807456,312851.0,432647,Europe
Belgium,2020,12,19046283,0.0,565082,Europe
Belgium,2021,1,20983559,0.0,631655,Europe
Belgium,2021,2,20733707,0.0,606413,Europe
Belgium,2021,3,25421637,0.0,698886,Europe
Belgium,2021,4,28207302,0.0,709354,Europe
Belgium,2021,5,31954849,0.0,764910,Europe
Belgium,2021,6,32292651,0.0,752857,Europe
Belgium,2021,7,34201841,0.0,781478,Europe
Belgium,2021,8,35802514,0.0,784440,Europe
Belgium,2021,9,36463705,0.0,764611,Europe
Belgium,2021,10,40032128,0.0,799027,Europe
Belgium,2021,11,46113229,0.0,793400,Europe
Belgium,2021,12,60896408,0.0,860115,Europe
Belgium,2022,1,78392928,0.0,888373,Europe
Belgium,2022,2,95970582,0.0,831533,Europe
Belgium,2022,3,114254239,0.0,944980,Europe
Belgium,2022,4,62611023,0.0,495922,Europe
Belize,2020,1,0,0.0,0,North America
Belize,2020,2,0,0.0,0,North America
Belize,2020,3,18,0.0,0,North America
Belize,2020,4,411,61.0,46,North America
Belize,2020,5,558,485.0,62,North America
Belize,2020,6,633,497.0,60,North America
Belize,2020,7,1208,686.0,62,North America
Belize,2020,8,13861,1491.0,163,North America
Belize,2020,9,45432,20524.0,578,North America
Belize,2020,10,84329,51855.0,1286,North America
Belize,2020,11,142741,79173.0,2883,North America
Belize,2020,12,285706,184061.0,6300,North America
Belize,2021,1,355291,331380.0,8649,North America
Belize,2021,2,340198,325864.0,8716,North America
Belize,2021,3,383735,371805.0,9795,North America
Belize,2021,4,376175,364214.0,9569,North America
Belize,2021,5,394656,382065.0,10017,North America
Belize,2021,6,389860,375531.0,9805,North America
Belize,2021,7,424629,403639.0,10288,North America
Belize,2021,8,468078,53897.0,10756,North America
Belize,2021,9,548929,0.0,11541,North America
Belize,2021,10,741030,0.0,14075,North America
Belize,2021,11,870268,0.0,16216,North America
Belize,2021,12,968822,0.0,18239,North America
Belize,2022,1,1293751,0.0,18976,North America
Belize,2022,2,1545860,0.0,17831,North America
Belize,2022,3,1769338,0.0,20231,North America
Belize,2022,4,917038,0.0,10596,North America
Benin,2020,1,0,0.0,0,Africa
Benin,2020,2,0,0.0,0,Africa
Benin,2020,3,68,1.0,0,Africa
Benin,2020,4,1178,486.0,25,Africa
Benin,2020,5,6566,2441.0,73,Africa
Benin,2020,6,17757,6793.0,264,Africa
Benin,2020,7,46022,20334.0,876,Africa
Benin,2020,8,62855,49576.0,1195,Africa
Benin,2020,9,68013,56453.0,1201,Africa
Benin,2020,10,76944,67677.0,1271,Africa
Benin,2020,11,85621,76714.0,1284,Africa
Benin,2020,12,97112,92574.0,1363,Africa
Benin,2021,1,107836,100552.0,1432,Africa
Benin,2021,2,133911,109001.0,1711,Africa
Benin,2021,3,203298,172521.0,2576,Africa
Benin,2021,4,227170,207064.0,2852,Africa
Benin,2021,5,247227,240442.0,3119,Africa
Benin,2021,6,243854,238871.0,3084,Africa
